Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Micromesistius,australis,-46.25,-60.75,5406:360:2,1
Micromesistius,australis,-46.75,-60.25,5406:360:3,1
Micromesistius,australis,-46.75,-60.75,5406:360:4,1
Micromesistius,australis,-46.25,-61.25,5406:361:1,0.8
Micromesistius,australis,-46.75,-61.25,5406:361:3,1
Micromesistius,australis,-47.25,-60.25,5406:370:1,0.92
Micromesistius,australis,-47.25,-60.75,5406:370:2,1
Micromesistius,australis,-47.75,-60.25,5406:370:3,0.96
Micromesistius,australis,-47.75,-60.75,5406:370:4,1
Micromesistius,australis,-47.25,-61.25,5406:371:1,1
Micromesistius,australis,-47.25,-61.75,5406:371:2,0.8
Micromesistius,australis,-47.75,-61.25,5406:371:3,1
Micromesistius,australis,-48.25,-60.25,5406:380:1,1
Micromesistius,australis,-48.25,-60.75,5406:380:2,1
Micromesistius,australis,-48.75,-60.25,5406:380:3,1
Micromesistius,australis,-48.75,-60.75,5406:380:4,1
Micromesistius,australis,-48.25,-61.25,5406:381:1,1
Micromesistius,australis,-48.75,-61.25,5406:381:3,0.98
Micromesistius,australis,-48.25,-62.25,5406:382:1,0.83
Micromesistius,australis,-48.25,-62.75,5406:382:2,0.82
Micromesistius,australis,-48.75,-62.25,5406:382:3,0.83
Micromesistius,australis,-48.75,-62.75,5406:382:4,0.82
Micromesistius,australis,-48.75,-63.25,5406:383:3,0.82
Micromesistius,australis,-49.25,-60.25,5406:390:1,1
Micromesistius,australis,-49.25,-60.75,5406:390:2,1
Micromesistius,australis,-49.75,-60.25,5406:390:3,1
Micromesistius,australis,-49.75,-60.75,5406:390:4,0.91
Micromesistius,australis,-49.25,-61.25,5406:391:1,0.96
Micromesistius,australis,-49.25,-61.75,5406:391:2,0.87
Micromesistius,australis,-49.75,-61.25,5406:391:3,0.85
Micromesistius,australis,-49.75,-61.75,5406:391:4,0.94
Micromesistius,australis,-49.75,-62.25,5406:392:3,0.8
Micromesistius,australis,-45.25,-66.75,5406:456:2,0.85
Micromesistius,australis,-45.75,-66.75,5406:456:4,0.81
Micromesistius,australis,-45.25,-67.25,5406:457:1,0.84
Micromesistius,australis,-45.75,-67.25,5406:457:3,0.88
Micromesistius,australis,-46.25,-66.75,5406:466:2,0.81
Micromesistius,australis,-46.25,-67.75,5406:467:2,0.81
Micromesistius,australis,-42.75,-75.25,5407:225:3,0.88
Micromesistius,australis,-43.25,-75.25,5407:235:1,0.89
Micromesistius,australis,-43.75,-75.25,5407:235:3,0.92
Micromesistius,australis,-44.25,-75.25,5407:245:1,0.85
Micromesistius,australis,-48.75,-75.75,5407:485:4,0.84
Micromesistius,australis,-49.75,-75.75,5407:495:4,0.83
Micromesistius,australis,-49.25,-76.25,5407:496:1,0.9
Micromesistius,australis,-45.25,-75.75,5407:455:2,0.82
Micromesistius,australis,-45.75,-75.75,5407:455:4,0.96
Micromesistius,australis,-47.75,-76.25,5407:476:3,0.85
Micromesistius,australis,-46.25,-75.75,5407:465:2,0.81
Micromesistius,australis,-46.25,-83.75,5408:363:2,1
Micromesistius,australis,-43.25,-97.75,5409:237:2,1
Micromesistius,australis,-43.25,-98.25,5409:238:1,1
Micromesistius,australis,-45.25,-157.75,5415:457:2,1
Micromesistius,australis,-43.25,-161.25,5416:131:1,0.9
Micromesistius,australis,-43.75,-175.75,5417:235:4,0.81
Micromesistius,australis,-43.75,-176.25,5417:236:3,0.87
Micromesistius,australis,-43.75,-177.25,5417:237:3,0.84
Micromesistius,australis,-43.75,-178.25,5417:238:3,0.81
Micromesistius,australis,-43.75,-178.75,5417:238:4,0.83
Micromesistius,australis,-43.75,-179.25,5417:239:3,0.83
Micromesistius,australis,-43.75,-179.75,5417:239:4,0.85
Micromesistius,australis,-44.25,-175.75,5417:245:2,0.86
Micromesistius,australis,-44.25,-176.25,5417:246:1,0.9
Micromesistius,australis,-44.25,-176.75,5417:246:2,0.9
Micromesistius,australis,-44.75,-176.25,5417:246:3,0.91
Micromesistius,australis,-44.25,-177.25,5417:247:1,0.91
Micromesistius,australis,-44.25,-177.75,5417:247:2,0.94
Micromesistius,australis,-44.25,-178.25,5417:248:1,0.98
Micromesistius,australis,-44.25,-178.75,5417:248:2,1
Micromesistius,australis,-44.25,-179.25,5417:249:1,1
Micromesistius,australis,-44.25,-179.75,5417:249:2,1
Micromesistius,australis,-47.75,-179.25,5417:479:3,0.85
Micromesistius,australis,-47.75,-179.75,5417:479:4,1
Micromesistius,australis,-48.25,-179.25,5417:489:1,0.96
Micromesistius,australis,-48.25,-179.75,5417:489:2,1
Micromesistius,australis,-48.75,-179.75,5417:489:4,0.92
Micromesistius,australis,-50.25,-56.25,5505:206:1,0.9
Micromesistius,australis,-50.25,-56.75,5505:206:2,0.98
Micromesistius,australis,-50.75,-56.25,5505:206:3,0.85
Micromesistius,australis,-50.75,-56.75,5505:206:4,0.98
Micromesistius,australis,-50.25,-57.25,5505:207:1,1
Micromesistius,australis,-50.25,-57.75,5505:207:2,1
Micromesistius,australis,-50.75,-57.25,5505:207:3,1
Micromesistius,australis,-50.75,-57.75,5505:207:4,1
Micromesistius,australis,-50.25,-58.25,5505:208:1,1
Micromesistius,australis,-50.25,-58.75,5505:208:2,1
Micromesistius,australis,-50.75,-58.75,5505:208:4,0.89
Micromesistius,australis,-50.25,-59.25,5505:209:1,1
Micromesistius,australis,-50.25,-59.75,5505:209:2,1
Micromesistius,australis,-50.75,-59.25,5505:209:3,0.85
Micromesistius,australis,-51.25,-56.25,5505:216:1,0.87
Micromesistius,australis,-51.25,-56.75,5505:216:2,0.97
Micromesistius,australis,-51.75,-56.75,5505:216:4,0.94
Micromesistius,australis,-51.25,-57.25,5505:217:1,1
Micromesistius,australis,-51.75,-57.25,5505:217:3,0.98
Micromesistius,australis,-52.25,-56.75,5505:226:2,0.82
Micromesistius,australis,-52.25,-57.25,5505:227:1,0.95
Micromesistius,australis,-52.25,-57.75,5505:227:2,0.98
Micromesistius,australis,-52.75,-57.25,5505:227:3,0.87
Micromesistius,australis,-52.75,-57.75,5505:227:4,0.93
Micromesistius,australis,-52.25,-58.25,5505:228:1,0.99
Micromesistius,australis,-52.75,-58.25,5505:228:3,0.96
Micromesistius,australis,-52.75,-58.75,5505:228:4,0.98
Micromesistius,australis,-52.75,-59.25,5505:229:3,0.99
Micromesistius,australis,-52.75,-59.75,5505:229:4,1
Micromesistius,australis,-53.75,-57.75,5505:237:4,0.85
Micromesistius,australis,-53.25,-58.75,5505:238:2,0.86
Micromesistius,australis,-53.75,-58.25,5505:238:3,0.86
Micromesistius,australis,-53.75,-58.75,5505:238:4,0.86
Micromesistius,australis,-53.25,-59.25,5505:239:1,0.93
Micromesistius,australis,-53.25,-59.75,5505:239:2,0.94
Micromesistius,australis,-53.75,-59.25,5505:239:3,0.87
Micromesistius,australis,-53.75,-59.75,5505:239:4,0.88
Micromesistius,australis,-54.25,-55.75,5505:245:2,0.82
Micromesistius,australis,-54.75,-55.75,5505:245:4,0.81
Micromesistius,australis,-54.25,-56.25,5505:246:1,0.83
Micromesistius,australis,-54.25,-56.75,5505:246:2,0.83
Micromesistius,australis,-54.75,-56.25,5505:246:3,0.82
Micromesistius,australis,-54.75,-56.75,5505:246:4,0.83
Micromesistius,australis,-54.25,-57.25,5505:247:1,0.84
Micromesistius,australis,-54.25,-57.75,5505:247:2,0.84
Micromesistius,australis,-54.75,-57.25,5505:247:3,0.83
Micromesistius,australis,-54.75,-57.75,5505:247:4,0.84
Micromesistius,australis,-54.25,-58.25,5505:248:1,0.84
Micromesistius,australis,-54.75,-58.25,5505:248:3,0.84
Micromesistius,australis,-54.75,-58.75,5505:248:4,0.84
Micromesistius,australis,-54.75,-59.25,5505:249:3,0.84
Micromesistius,australis,-54.75,-59.75,5505:249:4,0.84
Micromesistius,australis,-50.25,-60.25,5506:100:1,0.96
Micromesistius,australis,-50.25,-61.25,5506:101:1,0.9
Micromesistius,australis,-50.25,-61.75,5506:101:2,0.83
Micromesistius,australis,-50.75,-61.75,5506:101:4,0.91
Micromesistius,australis,-50.75,-62.25,5506:102:3,0.96
Micromesistius,australis,-50.75,-62.75,5506:102:4,0.87
Micromesistius,australis,-51.25,-61.75,5506:111:2,1
Micromesistius,australis,-51.75,-61.75,5506:111:4,1
Micromesistius,australis,-51.25,-62.25,5506:112:1,1
Micromesistius,australis,-51.25,-62.75,5506:112:2,1
Micromesistius,australis,-51.75,-62.25,5506:112:3,1
Micromesistius,australis,-51.75,-62.75,5506:112:4,1
Micromesistius,australis,-51.25,-63.25,5506:113:1,0.93
Micromesistius,australis,-51.25,-63.75,5506:113:2,0.81
Micromesistius,australis,-51.75,-63.25,5506:113:3,1
Micromesistius,australis,-51.75,-63.75,5506:113:4,1
Micromesistius,australis,-51.75,-64.25,5506:114:3,0.92
Micromesistius,australis,-52.25,-60.25,5506:120:1,0.81
Micromesistius,australis,-52.25,-60.75,5506:120:2,1
Micromesistius,australis,-52.75,-60.25,5506:120:3,0.99
Micromesistius,australis,-52.75,-60.75,5506:120:4,0.99
Micromesistius,australis,-52.25,-61.25,5506:121:1,1
Micromesistius,australis,-52.25,-61.75,5506:121:2,1
Micromesistius,australis,-52.75,-61.25,5506:121:3,0.98
Micromesistius,australis,-52.75,-61.75,5506:121:4,0.98
Micromesistius,australis,-52.25,-62.25,5506:122:1,1
Micromesistius,australis,-52.25,-62.75,5506:122:2,1
Micromesistius,australis,-52.75,-62.25,5506:122:3,0.98
Micromesistius,australis,-52.75,-62.75,5506:122:4,0.98
Micromesistius,australis,-52.25,-63.25,5506:123:1,1
Micromesistius,australis,-52.25,-63.75,5506:123:2,1
Micromesistius,australis,-52.75,-63.25,5506:123:3,0.99
Micromesistius,australis,-52.75,-63.75,5506:123:4,1
Micromesistius,australis,-52.25,-64.25,5506:124:1,1
Micromesistius,australis,-52.25,-64.75,5506:124:2,0.94
Micromesistius,australis,-52.75,-64.25,5506:124:3,1
Micromesistius,australis,-52.75,-64.75,5506:124:4,1
Micromesistius,australis,-53.25,-60.25,5506:130:1,0.94
Micromesistius,australis,-53.25,-60.75,5506:130:2,0.88
Micromesistius,australis,-53.75,-60.25,5506:130:3,0.88
Micromesistius,australis,-53.75,-60.75,5506:130:4,0.88
Micromesistius,australis,-53.25,-61.25,5506:131:1,0.93
Micromesistius,australis,-53.25,-61.75,5506:131:2,0.93
Micromesistius,australis,-53.75,-61.25,5506:131:3,0.88
Micromesistius,australis,-53.75,-61.75,5506:131:4,0.89
Micromesistius,australis,-53.25,-62.25,5506:132:1,0.94
Micromesistius,australis,-53.25,-62.75,5506:132:2,0.95
Micromesistius,australis,-53.75,-62.25,5506:132:3,0.9
Micromesistius,australis,-53.75,-62.75,5506:132:4,0.87
Micromesistius,australis,-53.25,-63.25,5506:133:1,0.95
Micromesistius,australis,-53.25,-63.75,5506:133:2,0.97
Micromesistius,australis,-53.75,-63.25,5506:133:3,0.92
Micromesistius,australis,-53.75,-63.75,5506:133:4,0.96
Micromesistius,australis,-53.25,-64.25,5506:134:1,0.99
Micromesistius,australis,-53.25,-64.75,5506:134:2,0.82
Micromesistius,australis,-53.75,-64.25,5506:134:3,0.94
Micromesistius,australis,-54.25,-60.75,5506:140:2,0.86
Micromesistius,australis,-54.75,-60.75,5506:140:4,0.81
Micromesistius,australis,-54.25,-61.25,5506:141:1,0.86
Micromesistius,australis,-54.25,-61.75,5506:141:2,0.87
Micromesistius,australis,-54.25,-62.25,5506:142:1,0.87
Micromesistius,australis,-54.25,-62.75,5506:142:2,0.89
Micromesistius,australis,-54.75,-62.25,5506:142:3,0.85
Micromesistius,australis,-54.25,-63.25,5506:143:1,0.93
Micromesistius,australis,-54.25,-63.75,5506:143:2,0.98
Micromesistius,australis,-54.75,-63.25,5506:143:3,0.92
Micromesistius,australis,-54.75,-63.75,5506:143:4,0.97
Micromesistius,australis,-54.75,-64.25,5506:144:3,0.99
Micromesistius,australis,-54.75,-64.75,5506:144:4,1
Micromesistius,australis,-51.25,-68.75,5506:218:2,0.86
Micromesistius,australis,-51.25,-69.25,5506:219:1,0.81
Micromesistius,australis,-52.25,-65.25,5506:225:1,0.8
Micromesistius,australis,-52.75,-67.75,5506:227:4,0.9
Micromesistius,australis,-52.75,-68.25,5506:228:3,0.82
Micromesistius,australis,-54.75,-65.25,5506:245:3,0.91
Micromesistius,australis,-54.75,-65.75,5506:245:4,1
Micromesistius,australis,-55.25,-65.25,5506:455:1,0.94
Micromesistius,australis,-55.25,-65.75,5506:455:2,0.99
Micromesistius,australis,-55.25,-66.25,5506:456:1,1
Micromesistius,australis,-55.75,-66.25,5506:456:3,0.97
Micromesistius,australis,-55.75,-66.75,5506:456:4,0.99
Micromesistius,australis,-55.75,-69.75,5506:459:4,0.96
Micromesistius,australis,-56.25,-66.25,5506:466:1,0.88
Micromesistius,australis,-56.25,-66.75,5506:466:2,0.95
Micromesistius,australis,-56.25,-67.25,5506:467:1,1
Micromesistius,australis,-56.25,-67.75,5506:467:2,0.84
Micromesistius,australis,-56.75,-67.25,5506:467:3,0.9
Micromesistius,australis,-56.75,-67.75,5506:467:4,0.94
Micromesistius,australis,-56.25,-68.25,5506:468:1,1
Micromesistius,australis,-56.25,-68.75,5506:468:2,1
Micromesistius,australis,-56.75,-68.25,5506:468:3,0.95
Micromesistius,australis,-56.75,-68.75,5506:468:4,0.94
Micromesistius,australis,-56.25,-69.25,5506:469:1,1
Micromesistius,australis,-56.25,-69.75,5506:469:2,0.99
Micromesistius,australis,-56.75,-69.25,5506:469:3,0.91
Micromesistius,australis,-52.75,-74.75,5507:124:4,0.85
Micromesistius,australis,-53.25,-70.25,5507:130:1,0.88
Micromesistius,australis,-53.25,-70.75,5507:130:2,0.98
Micromesistius,australis,-53.75,-73.75,5507:133:4,0.93
Micromesistius,australis,-53.25,-74.25,5507:134:1,0.85
Micromesistius,australis,-53.25,-74.75,5507:134:2,1
Micromesistius,australis,-53.75,-74.25,5507:134:3,1
Micromesistius,australis,-54.75,-71.75,5507:141:4,0.95
Micromesistius,australis,-54.75,-72.25,5507:142:3,1
Micromesistius,australis,-54.75,-72.75,5507:142:4,1
Micromesistius,australis,-54.25,-73.25,5507:143:1,0.98
Micromesistius,australis,-54.25,-73.75,5507:143:2,1
Micromesistius,australis,-54.75,-73.25,5507:143:3,1
Micromesistius,australis,-54.75,-73.75,5507:143:4,1
Micromesistius,australis,-54.25,-74.25,5507:144:1,1
Micromesistius,australis,-50.25,-75.75,5507:205:2,0.92
Micromesistius,australis,-50.75,-75.75,5507:205:4,0.94
Micromesistius,australis,-50.25,-76.25,5507:206:1,1
Micromesistius,australis,-50.75,-76.25,5507:206:3,1
Micromesistius,australis,-51.25,-75.75,5507:215:2,0.97
Micromesistius,australis,-51.75,-75.75,5507:215:4,0.99
Micromesistius,australis,-52.25,-75.25,5507:225:1,0.88
Micromesistius,australis,-52.25,-75.75,5507:225:2,1
Micromesistius,australis,-52.75,-75.25,5507:225:3,1
Micromesistius,australis,-55.25,-70.25,5507:350:1,0.89
Micromesistius,australis,-55.25,-70.75,5507:350:2,1
Micromesistius,australis,-55.75,-70.25,5507:350:3,1
Micromesistius,australis,-55.75,-70.75,5507:350:4,1
Micromesistius,australis,-55.25,-71.25,5507:351:1,1
Micromesistius,australis,-55.25,-71.75,5507:351:2,1
Micromesistius,australis,-55.25,-72.25,5507:352:1,1
Micromesistius,australis,-56.25,-70.25,5507:360:1,0.94
Micromesistius,australis,-53.75,-139.75,5513:239:4,0.81
Micromesistius,australis,-53.75,-140.25,5514:130:3,0.81
Micromesistius,australis,-53.75,-140.75,5514:130:4,0.84
